Iterations,continuity,x-velocity,y-velocity,z-velocity,k,omega
345,7.64005e-05,2.0978e-05,2.21116e-05,2.80342e-05,0.00908721,0.00377874
346,7.40824e-05,2.09533e-05,2.14703e-05,3.17351e-05,0.00757173,0.00337695
347,7.11622e-05,2.06862e-05,2.30393e-05,3.73148e-05,0.00514516,0.00275745
348,6.5927e-05,2.18566e-05,2.47217e-05,3.86917e-05,0.00499917,0.00252612
349,6.3166e-05,2.27909e-05,2.29467e-05,3.49469e-05,0.00399651,0.00245333
350,5.9491e-05,2.03708e-05,2.12154e-05,2.84377e-05,0.0100741,0.00349324
351,5.72879e-05,2.21037e-05,2.42791e-05,3.21448e-05,0.0137829,0.00511934
352,5.37593e-05,2.35945e-05,2.57945e-05,4.08344e-05,0.009402,0.00435953
353,5.48331e-05,2.31954e-05,2.44999e-05,4.07147e-05,0.00883076,0.00339801
354,5.61811e-05,2.43336e-05,2.49739e-05,3.7968e-05,0.0110511,0.00458363
355,5.52114e-05,2.5158e-05,2.50098e-05,3.64638e-05,0.0102217,0.00459409
356,5.41277e-05,2.27384e-05,2.56354e-05,3.20187e-05,0.00853015,0.00451148
357,5.77084e-05,2.22636e-05,2.45669e-05,3.25846e-05,0.00799429,0.00352442
358,5.78129e-05,2.36349e-05,2.43094e-05,4.10032e-05,0.00647616,0.00327483
359,5.9786e-05,2.38445e-05,2.49882e-05,4.26478e-05,0.00606017,0.00281213
360,5.97725e-05,2.24634e-05,2.3689e-05,3.68126e-05,0.00441768,0.00239165
361,6.22519e-05,2.00774e-05,2.20933e-05,3.09629e-05,0.00435507,0.0029126
362,6.05556e-05,1.91936e-05,2.04085e-05,2.92006e-05,0.0081772,0.00285723
363,6.11864e-05,1.94127e-05,2.19967e-05,3.01946e-05,0.00828729,0.00351682
364,6.22241e-05,1.99313e-05,2.19045e-05,3.28188e-05,0.00669134,0.00326054
365,6.2636e-05,2.02021e-05,2.0725e-05,3.33125e-05,0.00675628,0.0025521
366,6.105e-05,2.14743e-05,2.10693e-05,3.24898e-05,0.00979922,0.00407411
367,5.78757e-05,2.03844e-05,2.07649e-05,2.9861e-05,0.00771881,0.00403019
368,5.49788e-05,2.04646e-05,2.01684e-05,2.81728e-05,0.00694677,0.00360137
369,5.38297e-05,2.02768e-05,2.08569e-05,2.9469e-05,0.00514767,0.00313405
370,5.4237e-05,1.87744e-05,2.04664e-05,3.12768e-05,0.00528671,0.00343303
371,5.29228e-05,1.768e-05,1.92944e-05,3.05521e-05,0.00373175,0.00249475
372,5.57077e-05,1.75415e-05,1.85766e-05,2.69034e-05,0.00396684,0.00219081
373,5.73562e-05,1.79918e-05,1.88616e-05,2.6803e-05,0.00534269,0.00232343
374,5.88123e-05,1.79637e-05,1.82826e-05,2.77012e-05,0.00518534,0.00234958
375,5.85294e-05,1.74486e-05,1.84026e-05,2.71406e-05,0.0075867,0.00278596
376,6.1241e-05,1.59726e-05,1.89801e-05,2.78563e-05,0.00544389,0.00296871
377,6.3624e-05,1.63648e-05,1.84302e-05,2.63247e-05,0.00524661,0.00226215
378,6.38098e-05,1.68083e-05,1.73196e-05,2.51707e-05,0.00757107,0.00326038
379,6.71734e-05,1.66232e-05,1.63179e-05,2.57324e-05,0.00557749,0.00269766
380,6.20213e-05,1.59208e-05,1.61632e-05,2.5577e-05,0.00305903,0.00266623
381,5.83587e-05,1.5644e-05,1.60242e-05,2.58633e-05,0.00362181,0.00262369
382,5.35831e-05,1.4896e-05,1.47601e-05,2.4072e-05,0.0049752,0.00282242
383,5.51414e-05,1.41192e-05,1.43613e-05,2.02883e-05,0.00686954,0.00262155
384,4.87436e-05,1.45879e-05,1.68097e-05,1.97384e-05,0.00722609,0.00335683
385,4.55787e-05,1.53978e-05,1.6699e-05,2.38038e-05,0.00438447,0.00209578
386,4.56967e-05,1.48416e-05,1.52404e-05,2.33815e-05,0.00446175,0.00185653
387,4.51257e-05,1.45618e-05,1.53213e-05,2.24246e-05,0.00860701,0.00360599
388,5.0498e-05,1.56995e-05,1.5081e-05,2.35879e-05,0.00764274,0.00344069
389,4.69921e-05,1.65702e-05,1.63743e-05,2.63737e-05,0.00454962,0.00372742
390,4.65596e-05,1.6884e-05,1.72091e-05,2.93377e-05,0.0047286,0.00258632
391,4.46085e-05,1.56194e-05,1.55045e-05,2.75269e-05,0.00523833,0.00299343
392,4.43021e-05,1.36981e-05,1.45083e-05,1.98176e-05,0.00458917,0.00255581
393,4.44798e-05,1.30396e-05,1.36084e-05,1.95216e-05,0.00467889,0.00233048
394,4.89538e-05,1.38422e-05,1.38218e-05,2.02922e-05,0.00396839,0.00220539
395,4.30517e-05,1.34612e-05,1.33342e-05,2.12984e-05,0.00368344,0.00228558
396,3.93555e-05,1.29176e-05,1.36031e-05,2.14342e-05,0.00371965,0.00258409
397,3.62381e-05,1.29256e-05,1.36836e-05,2.12776e-05,0.00302101,0.00231289
398,3.42212e-05,1.28855e-05,1.33977e-05,2.17496e-05,0.0030632,0.00218134
399,4.00135e-05,1.23056e-05,1.30212e-05,2.04039e-05,0.00392911,0.00223132
400,3.70376e-05,1.16338e-05,1.24511e-05,1.88151e-05,0.00468492,0.00227714
401,3.45516e-05,1.23904e-05,1.31336e-05,1.74804e-05,0.00572601,0.0026965
402,3.34845e-05,1.28141e-05,1.35559e-05,1.86325e-05,0.00413947,0.00220407
403,3.26048e-05,1.2115e-05,1.24391e-05,2.0072e-05,0.00339658,0.00147616
404,3.19806e-05,1.24977e-05,1.20238e-05,1.89837e-05,0.00614707,0.00263445
405,3.20091e-05,1.25793e-05,1.25957e-05,2.00124e-05,0.00537612,0.00265581
406,3.80652e-05,1.33145e-05,1.37852e-05,2.41438e-05,0.00389475,0.0026548
407,3.46361e-05,1.39251e-05,1.31511e-05,2.5091e-05,0.00378704,0.00220628
408,3.22318e-05,1.26454e-05,1.15837e-05,2.01539e-05,0.00446501,0.00209584
409,3.15577e-05,1.17697e-05,1.19462e-05,1.65242e-05,0.00423165,0.0018268
410,3.14872e-05,1.29841e-05,1.39377e-05,2.0608e-05,0.0040468,0.00218918
411,3.20194e-05,1.28568e-05,1.32662e-05,2.20247e-05,0.00371518,0.00192682
412,3.12175e-05,1.29206e-05,1.31222e-05,2.09982e-05,0.00585485,0.00292665
413,3.0974e-05,1.25267e-05,1.2645e-05,2.09484e-05,0.00509877,0.00268579
414,3.82428e-05,1.3065e-05,1.2983e-05,2.36729e-05,0.00320487,0.00224055
415,3.72562e-05,1.35202e-05,1.37432e-05,2.42183e-05,0.00520338,0.00280152
416,3.57619e-05,1.29358e-05,1.31327e-05,2.18752e-05,0.00466172,0.00256541
417,3.49198e-05,1.27944e-05,1.32974e-05,1.86775e-05,0.00363799,0.00190626
418,4.07212e-05,1.32021e-05,1.30374e-05,1.99844e-05,0.0047542,0.00235239
419,4.46603e-05,1.35568e-05,1.26003e-05,2.05549e-05,0.00402602,0.00219562
420,4.57744e-05,1.25358e-05,1.2352e-05,2.05096e-05,0.00353564,0.00206776
421,4.48799e-05,1.20219e-05,1.24521e-05,2.01748e-05,0.00376289,0.00209233
422,4.32195e-05,1.21478e-05,1.26034e-05,2.13547e-05,0.00290771,0.00175388
423,4.09594e-05,1.23308e-05,1.22453e-05,2.06567e-05,0.00289804,0.00165459
424,3.90477e-05,1.19395e-05,1.16083e-05,1.85903e-05,0.0033463,0.00214414
425,3.80016e-05,1.12875e-05,1.19905e-05,1.6481e-05,0.00330322,0.00200995
426,3.643e-05,1.17844e-05,1.27962e-05,1.77518e-05,0.0024588,0.00155903
427,3.5393e-05,1.19275e-05,1.22641e-05,1.67155e-05,0.00221032,0.0015422
428,3.50703e-05,1.15043e-05,1.15085e-05,1.67063e-05,0.00445741,0.00221404
429,3.53395e-05,1.11599e-05,1.12651e-05,1.7049e-05,0.00367875,0.00186337
430,3.71498e-05,1.10709e-05,1.2198e-05,1.93546e-05,0.00354743,0.00233584
431,3.67573e-05,1.07256e-05,1.22307e-05,1.95833e-05,0.00423778,0.00214381
432,3.62476e-05,1.06105e-05,1.15333e-05,1.85784e-05,0.00355715,0.0017929
433,3.67824e-05,1.00275e-05,1.09259e-05,1.52071e-05,0.00403705,0.00170287
434,3.72709e-05,1.03691e-05,1.18544e-05,1.8611e-05,0.00483678,0.00224442
435,3.68751e-05,1.0545e-05,1.17097e-05,1.98135e-05,0.00387389,0.00212499
436,3.54416e-05,1.06915e-05,1.22067e-05,1.8559e-05,0.00369423,0.00185301
437,3.4163e-05,1.08424e-05,1.16383e-05,1.72678e-05,0.00451087,0.00221376
438,3.33932e-05,1.1361e-05,1.05436e-05,1.73226e-05,0.00434921,0.0024801
439,3.26106e-05,1.19949e-05,1.02653e-05,1.62147e-05,0.00341091,0.0021483
440,3.13127e-05,1.10186e-05,1.11105e-05,1.59707e-05,0.00409701,0.0023212
441,2.99681e-05,1.01382e-05,1.1656e-05,1.44396e-05,0.00342924,0.00190019
442,2.9822e-05,1.02291e-05,1.16834e-05,1.45801e-05,0.0030351,0.00165071
443,2.97938e-05,1.02474e-05,1.12538e-05,1.58048e-05,0.00216997,0.00127723
444,2.92125e-05,9.90278e-06,1.06924e-05,1.53666e-05,0.00295246,0.00143364
445,2.81059e-05,9.25268e-06,9.95196e-06,1.48844e-05,0.00188891,0.0013158
446,2.7552e-05,9.43492e-06,9.64082e-06,1.57134e-05,0.00226433,0.00134108
447,2.68433e-05,9.83393e-06,9.0993e-06,1.55612e-05,0.00208926,0.00132184
448,2.67692e-05,9.10591e-06,8.61988e-06,1.27756e-05,0.00265995,0.00132173
449,2.61348e-05,9.18686e-06,8.50295e-06,1.37697e-05,0.00255838,0.00135932
450,2.55507e-05,9.26264e-06,8.5431e-06,1.42125e-05,0.0026829,0.00138824
451,2.41726e-05,9.28911e-06,9.13278e-06,1.46114e-05,0.00415821,0.00199447
452,2.32326e-05,8.58558e-06,8.9567e-06,1.35302e-05,0.00360103,0.00194133
453,2.36096e-05,9.04386e-06,8.87351e-06,1.42728e-05,0.00228901,0.00169102
454,2.40137e-05,9.49396e-06,9.79303e-06,1.71727e-05,0.00454032,0.00242687
455,2.35388e-05,9.52455e-06,1.04512e-05,1.73965e-05,0.00338385,0.00187865
456,2.47773e-05,9.18919e-06,1.02271e-05,1.31301e-05,0.00265892,0.00156078
457,2.65323e-05,9.44733e-06,1.00328e-05,1.47485e-05,0.00290741,0.00187552
458,2.75703e-05,9.39219e-06,9.66269e-06,1.56195e-05,0.00247136,0.00167242
459,2.79004e-05,8.63452e-06,1.02469e-05,1.41534e-05,0.00308359,0.00178541
460,2.79975e-05,8.33543e-06,9.99061e-06,1.40466e-05,0.00242508,0.00160408
461,2.82551e-05,8.95693e-06,9.24975e-06,1.53966e-05,0.00212207,0.0015215
462,2.78437e-05,9.40374e-06,8.67632e-06,1.57117e-05,0.00292575,0.00194204
463,2.88235e-05,8.71128e-06,8.82373e-06,1.39157e-05,0.0028996,0.00169829
464,2.85951e-05,8.13251e-06,8.89362e-06,1.44384e-05,0.0028129,0.00167097
465,2.82158e-05,8.0324e-06,8.95817e-06,1.44066e-05,0.00249752,0.00171826
466,2.72476e-05,8.23107e-06,8.52665e-06,1.44859e-05,0.00370314,0.00209062
467,2.6959e-05,7.86467e-06,8.18355e-06,1.32878e-05,0.00261678,0.00170124
468,2.81964e-05,8.33002e-06,8.78019e-06,1.49045e-05,0.00253295,0.00182244
469,2.81632e-05,9.08235e-06,1.02201e-05,1.7535e-05,0.00397046,0.00252355
470,2.61302e-05,9.50013e-06,1.01912e-05,1.57617e-05,0.00344932,0.00187037
471,2.70402e-05,8.53268e-06,9.35769e-06,1.20433e-05,0.0035559,0.00182601
472,2.83507e-05,8.34079e-06,8.67632e-06,1.37554e-05,0.0043387,0.00221328
473,2.88946e-05,8.70212e-06,9.79127e-06,1.51963e-05,0.0044142,0.0021239
474,2.83483e-05,8.46474e-06,9.98845e-06,1.36083e-05,0.00244932,0.00146235
475,2.81456e-05,8.12723e-06,9.60422e-06,1.27485e-05,0.00321312,0.00144858
476,2.8434e-05,8.42963e-06,9.21725e-06,1.39009e-05,0.00308114,0.00186431
477,2.77791e-05,9.06783e-06,8.94968e-06,1.47104e-05,0.00294622,0.00179907
478,2.7926e-05,8.47407e-06,9.09366e-06,1.35999e-05,0.00245499,0.00159155
479,2.76046e-05,7.57058e-06,8.84316e-06,1.25247e-05,0.00223211,0.00145853
480,2.70153e-05,7.32002e-06,8.61447e-06,1.14447e-05,0.00240405,0.00134755
481,2.64059e-05,7.27062e-06,8.49667e-06,1.10167e-05,0.0016974,0.00118542
482,2.57187e-05,7.10675e-06,8.69663e-06,1.09718e-05,0.00179294,0.00113104
483,2.509e-05,6.93156e-06,7.60733e-06,1.12156e-05,0.00145671,0.00114842
484,2.44611e-05,7.03423e-06,7.30646e-06,1.16111e-05,0.00151121,0.00117423
485,2.34618e-05,7.12776e-06,7.38064e-06,1.04673e-05,0.00192018,0.00118733
486,2.28004e-05,6.53374e-06,7.09419e-06,9.54521e-06,0.00253243,0.00121788
487,2.22249e-05,6.84694e-06,7.07101e-06,1.10043e-05,0.00315036,0.00141986
488,2.12973e-05,6.95721e-06,7.32012e-06,1.07058e-05,0.0020883,0.00111964
489,2.02444e-05,6.68166e-06,7.60485e-06,1.01747e-05,0.00273803,0.00116699
490,1.99841e-05,6.92893e-06,7.03079e-06,1.03952e-05,0.00198833,0.00122589
491,2.15499e-05,6.906e-06,6.542e-06,1.10074e-05,0.0016056,0.00108474
492,2.06303e-05,7.3156e-06,6.68814e-06,1.16403e-05,0.00223448,0.00139248
493,2.05542e-05,6.86851e-06,6.98598e-06,9.47306e-06,0.00270003,0.001415
494,2.06425e-05,6.61175e-06,7.32109e-06,9.78198e-06,0.0030235,0.00136233
495,2.06896e-05,6.54905e-06,7.19345e-06,1.05043e-05,0.0018382,0.000937963
496,2.04269e-05,6.36009e-06,7.31825e-06,9.85083e-06,0.0024741,0.00134107
497,1.976e-05,6.50296e-06,7.23194e-06,9.54092e-06,0.0025729,0.00125463
498,1.97325e-05,6.56262e-06,6.98102e-06,1.00256e-05,0.00153785,0.00116161
499,1.92324e-05,6.64726e-06,6.80072e-06,1.01412e-05,0.00175818,0.00117098
500,1.84827e-05,6.39973e-06,6.17473e-06,9.48714e-06,0.00186543,0.00134575
501,1.8219e-05,6.22742e-06,5.8959e-06,8.46974e-06,0.00175599,0.00133405
502,1.80467e-05,6.03305e-06,5.66245e-06,7.77045e-06,0.0018873,0.00141214
503,1.78666e-05,5.97289e-06,5.73471e-06,8.12748e-06,0.00196457,0.00144281
504,1.76352e-05,5.88579e-06,5.75545e-06,8.50422e-06,0.00165705,0.00126224
505,1.74334e-05,5.97475e-06,5.88422e-06,8.95815e-06,0.00166892,0.00113627
506,1.71902e-05,5.96804e-06,6.04201e-06,9.22343e-06,0.00162639,0.00115806
507,1.69e-05,5.80298e-06,6.06529e-06,9.25893e-06,0.00164942,0.00115818
508,1.64333e-05,5.53782e-06,5.94547e-06,8.95756e-06,0.00141675,0.00100386
509,1.61201e-05,5.43361e-06,5.93365e-06,8.42188e-06,0.00129922,0.000999752
510,1.59389e-05,5.53122e-06,5.89446e-06,8.11137e-06,0.00136611,0.000988394
511,1.58912e-05,5.50949e-06,5.82032e-06,8.06158e-06,0.00172138,0.00106197
512,1.58847e-05,5.37257e-06,5.69933e-06,8.08165e-06,0.00172286,0.00106224
513,1.59016e-05,5.31249e-06,5.38838e-06,8.35563e-06,0.00134167,0.000843384
514,1.58941e-05,5.39117e-06,5.32714e-06,8.53565e-06,0.00116891,0.000769163
515,1.58533e-05,5.54694e-06,5.433e-06,8.85711e-06,0.0012983,0.000891985
516,1.58184e-05,5.72571e-06,5.57357e-06,8.57183e-06,0.00145456,0.000929079
517,1.57618e-05,5.71199e-06,5.77433e-06,7.87178e-06,0.00198144,0.000968822
518,1.58332e-05,5.65513e-06,5.76275e-06,7.56929e-06,0.0023092,0.000951242
519,1.59694e-05,5.55454e-06,5.60779e-06,7.9902e-06,0.00301456,0.00119453
520,1.59453e-05,5.52159e-06,5.46197e-06,8.18149e-06,0.00273566,0.00127665
521,1.59418e-05,5.55729e-06,5.29462e-06,8.23506e-06,0.00182635,0.00102134
522,1.59751e-05,5.51603e-06,5.46954e-06,8.09572e-06,0.00123585,0.000777001
523,1.59437e-05,5.39355e-06,5.49413e-06,7.59467e-06,0.00142286,0.000718969
524,1.58075e-05,5.2407e-06,5.39475e-06,7.21866e-06,0.00160122,0.000729258
525,1.57144e-05,5.19332e-06,5.35433e-06,7.36261e-06,0.00167572,0.000706656
526,1.57206e-05,5.15718e-06,5.36173e-06,7.65728e-06,0.00167824,0.000723115
527,1.57411e-05,5.20119e-06,5.35022e-06,8.04541e-06,0.00162352,0.000725646
528,1.56621e-05,5.17713e-06,5.27719e-06,8.19251e-06,0.00138702,0.000695526
529,1.56151e-05,5.22587e-06,5.14433e-06,7.82089e-06,0.00112714,0.000631186
530,1.56572e-05,5.16339e-06,5.01989e-06,7.12927e-06,0.00103178,0.000656261
531,1.58318e-05,5.10478e-06,4.91856e-06,6.78023e-06,0.00102707,0.000704653
532,1.58152e-05,5.05561e-06,4.91467e-06,7.02871e-06,0.00112172,0.00076517
533,1.57301e-05,5.07669e-06,5.04897e-06,7.08804e-06,0.00115277,0.000763646
534,1.56345e-05,5.05357e-06,5.15936e-06,7.03817e-06,0.00118342,0.000784338
535,1.5608e-05,4.86322e-06,5.14089e-06,7.10334e-06,0.00119987,0.000788879
536,1.56282e-05,4.71684e-06,5.16172e-06,7.04578e-06,0.0012233,0.000830105
537,1.56515e-05,4.60311e-06,5.11981e-06,7.01149e-06,0.00125804,0.00082511
538,1.56849e-05,4.62141e-06,5.04033e-06,7.09515e-06,0.00110513,0.000774043
539,1.56589e-05,4.65073e-06,4.93865e-06,7.16123e-06,0.000907569,0.000722658
